sample_887	sample_257	sample_377	sample_594	sample_220	sample_352	sample_266	sample_665	sample_986	sample_699	sample_593	sample_111	sample_88	sample_446	sample_267	sample_188	sample_973	sample_325	sample_211	sample_660	sample_901	sample_116	sample_669	sample_588	sample_358	sample_215	sample_76	sample_265	sample_46	sample_182	sample_936	sample_546	sample_280	sample_994	sample_262	sample_15	sample_978	sample_828	sample_423	sample_899	sample_898	sample_792	sample_734	sample_242	sample_49	sample_644	sample_61	sample_837	sample_443	sample_469	sample_808	sample_954	sample_195	sample_789	sample_557	sample_194	sample_632	sample_860	sample_886	sample_841	sample_34	sample_780	sample_334	sample_387	sample_612	sample_433	sample_798	sample_793	sample_246	sample_166	sample_183	sample_44	sample_498	sample_293	sample_866	sample_929	sample_278	sample_778	sample_630	sample_795	sample_140	sample_829	sample_673	sample_732	sample_59	sample_83	sample_613	sample_646	sample_180	sample_200	sample_809	sample_471	sample_979	sample_518	sample_87	sample_714	sample_411	sample_722	sample_512	sample_289	sample_786	sample_28	sample_404	sample_122	sample_238	sample_64	sample_31	sample_730	sample_131	sample_696	sample_843	sample_909	sample_707	sample_317	sample_441	sample_721	sample_277	sample_344	sample_189	sample_713	sample_400	sample_604	sample_154	sample_38	sample_904	sample_508	sample_436	sample_442	sample_233	sample_692	sample_870	sample_10	sample_602	sample_158	sample_307	sample_631	sample_424	sample_519	sample_305	sample_354	sample_955	sample_376	sample_229	sample_524	sample_231	sample_385	sample_218	sample_657	sample_142	sample_248	sample_641	sample_148	sample_663	sample_435	sample_548	sample_906	sample_896	sample_306	sample_514	sample_201	sample_664	sample_872	sample_757	sample_768	sample_988	sample_737	sample_788	sample_831	sample_827	sample_879	sample_802	sample_349	sample_958	sample_703	sample_525	sample_473	sample_197	sample_645	sample_848	sample_946	sample_147	sample_234	sample_396	sample_920	sample_564	sample_626	sample_764	sample_401	sample_310	sample_228	sample_796	sample_409	sample_239	sample_323	sample_146	sample_987	sample_969	sample_889	sample_448	sample_515
taxon_93	1282825	0	427608	12828251	4276084	2138042	855217	3420867	8124559	7269342	0	2565650	0	16676727	0	1710434	11545426	1710434	1282825	0	1710434	855217	8552168	855217	3420867	1710434	855217	0	2565650	16676727	2993259	1282825	855217	855217	4276084	855217	1282825	855217	427608	0	16249118	19242377	5131301	0	8979776	1282825	3420867	0	5131301	12400643	2138042	6841734	14966293	1282825	1282825	3848475	3848475	3848475	427608	2565650	1282825	0	427608	1282825	13255860	2138042	427608	2565650	8552168	11545426	15393902	1282825	0	1282825	855217	1282825	2138042	427608	4703692	5558909	12400643	0	427608	0	855217	4276084	5986517	2138042	855217	1282825	8979776	2993259	12400643	0	4703692	855217	427608	855217	3420867	427608	5986517	427608	1282825	427608	1710434	427608	5558909	2565650	0	855217	0	10690209	0	10690209	1710434	0	855217	19669985	5986517	0	1710434	4276084	0	2993259	2138042	2138042	855217	855217	427608	17104335	14111077	0	427608	1282825	5558909	427608	26939328	9407384	3848475	3848475	2138042	3420867	427608	0	2138042	427608	1282825	855217	427608	1710434	1282825	14538685	4276084	427608	7696951	10262601	2993259	6414126	1710434	427608	1282825	23946069	1282825	2993259	0	2138042	0	1282825	2138042	3848475	2993259	3848475	14111077	9407384	427608	427608	9834993	855217	0	11117818	11117818	2565650	855217	10262601	7269342	8979776	0	2565650	855217	0	427608	427608	0	0	0	855217	1282825	4276084	8552168	14111077
taxon_100	51560390	12131856	7582410	1516482	107670226	25780195	48527426	28813159	22747231	81890031	12131856	7582410	7582410	51560390	4549446	112219672	43977980	13648338	0	0	34879087	9098892	87955959	84922995	10615374	59142800	9098892	10615374	40945015	57626318	62175764	169845990	6065928	0	65208728	3032964	19714267	12131856	0	84922995	150131723	433713868	112219672	0	43977980	9098892	277516216	6065928	37912051	3032964	6065928	12131856	21230749	12131856	18197785	92505405	115252636	115252636	12131856	48527426	0	13648338	4549446	9098892	18197785	74307621	6065928	22747231	6065928	75824103	106153744	16681303	12131856	12131856	7582410	125868011	60659282	13648338	186527293	10615374	68241692	4549446	7582410	9098892	3032964	606592822	56109836	59142800	4549446	119802082	101604298	72791139	31846123	122835046	4549446	25780195	30329641	33362605	47010944	3032964	30329641	1516482	33362605	13648338	66725210	9098892	30329641	77340585	15164821	4549446	13648338	30329641	0	56109836	7582410	92505405	30329641	54593354	139516349	37912051	25780195	4549446	18197785	24263713	303296411	186527293	6065928	21230749	9098892	144065795	136483385	16681303	4549446	4549446	45494462	28813159	63692246	18197785	13648338	15164821	28813159	327560124	57626318	0	22747231	36395569	10615374	57626318	0	28813159	69758175	28813159	10615374	40945015	141032831	36395569	33362605	63692246	10615374	9098892	18197785	150131723	3032964	72791139	13648338	0	18197785	31846123	4549446	47010944	4549446	121318564	130417457	228988790	3032964	21230749	74307621	37912051	0	103120780	33362605	33362605	40945015	139516349	127384493	163780062	78857067	1516482	78857067	7582410	0	3032964	198659149	1516482	48527426	3032964	25780195	194109703	25780195	101604298
taxon_53	13547415	1178036	0	4712144	12369379	11191343	1472545	13547415	9129780	12958397	294509	0	589018	10896834	589018	8540762	589018	294509	0	294509	22677195	1767054	5006653	3828617	3239599	11191343	10602325	589018	19143086	1472545	3239599	5301162	2945090	1472545	589018	0	294509	2356072	0	3534108	1178036	10896834	4417635	883527	1472545	589018	20026614	294509	41820281	0	1767054	883527	3239599	589018	294509	13841924	18848577	45059880	0	1767054	2650581	294509	2061563	0	6184689	1767054	294509	1178036	294509	13252906	24149740	883527	1767054	8246253	589018	9424289	6184689	1178036	2650581	2061563	9718798	2061563	883527	1178036	0	16787014	1472545	6184689	589018	1767054	13252906	1472545	883527	2945090	4417635	294509	2061563	883527	12958397	2061563	15019960	2061563	4123126	589018	3828617	2650581	4712144	8835271	883527	1178036	0	6479199	589018	5006653	883527	1178036	8246253	5301162	10013307	294509	2356072	589018	0	0	3828617	883527	294509	883527	589018	5595671	1178036	294509	5301162	1472545	2945090	5890180	28567375	1767054	883527	1767054	0	1767054	5006653	294509	294509	589018	883527	3828617	294509	294509	1472545	2650581	2356072	883527	2061563	12074870	2061563	11780361	3534108	2061563	6773708	9129780	4123126	6479199	3828617	0	883527	883527	1472545	2945090	2650581	12074870	6479199	3239599	0	3828617	8835271	11780361	0	3828617	2650581	883527	0	3239599	3828617	5595671	589018	0	589018	2650581	589018	883527	35635592	883527	2356072	0	1472545	10013307	1472545	2650581
taxon_208	2117680	504210	705893	1915997	1109261	2319364	504210	1109261	1714313	1109261	201684	907577	100842	1210103	907577	2319364	3529467	504210	302526	0	1109261	1109261	1109261	504210	302526	2218522	1714313	1008419	3327784	3831993	605052	806735	302526	0	1714313	0	806735	403368	0	2117680	1210103	1210103	3831993	403368	605052	201684	1210103	201684	2319364	6252199	6655567	201684	2218522	1008419	302526	2521048	1512629	1008419	0	3327784	302526	201684	806735	605052	2319364	705893	1310945	705893	100842	1109261	1210103	403368	403368	4033677	403368	2621890	1411787	806735	1915997	907577	2117680	100842	201684	0	705893	1613471	3831993	3831993	100842	2823574	3932835	806735	403368	3025258	1915997	806735	806735	605052	3226942	1714313	3327784	1109261	1109261	201684	2521048	201684	2621890	403368	302526	201684	907577	2722732	201684	2722732	907577	3630309	4235361	403368	2117680	302526	302526	806735	100842	2823574	4235361	605052	302526	302526	302526	806735	1008419	403368	8067354	1815155	1210103	2016839	2722732	201684	2319364	705893	605052	1210103	302526	1613471	1915997	2823574	0	4638729	1411787	302526	302526	2016839	3428625	5445464	1411787	2016839	403368	3428625	0	302526	4336203	5848832	201684	1613471	201684	1008419	201684	6655567	605052	3932835	201684	806735	2319364	1714313	403368	302526	1411787	2319364	0	2722732	2722732	302526	1411787	3731151	3126100	2016839	1411787	302526	1613471	0	403368	907577	504210	1008419	0	504210	302526	1613471	1109261	705893
taxon_226	27981	20986	62957	146900	0	34976	6995	34976	237839	34976	6995	0	0	0	55962	0	6995	20986	0	20986	13991	13991	160891	0	48967	0	55962	55962	90938	27981	0	244834	6995	6995	20986	0	0	41972	0	69953	34976	55962	139905	6995	76948	34976	34976	0	13991	20986	62957	0	69953	0	34976	125915	181877	20986	0	27981	0	0	0	20986	20986	13991	13991	0	0	27981	0	0	6995	41972	27981	6995	41972	20986	83943	27981	27981	34976	0	13991	0	76948	6995	111924	13991	41972	6995	13991	6995	13991	34976	20986	13991	6995	118919	6995	90938	6995	0	6995	0	0	6995	146900	0	0	0	83943	0	0	6995	20986	34976	62957	97934	41972	0	0	0	132910	6995	13991	0	6995	0	34976	104929	6995	188872	62957	167886	0	279810	0	244834	20986	6995	13991	20986	0	13991	0	76948	34976	0	34976	167886	20986	342767	0	0	76948	20986	6995	0	13991	27981	20986	6995	160891	0	0	27981	13991	13991	0	6995	41972	13991	223848	20986	27981	0	20986	13991	13991	6995	27981	13991	41972	209858	139905	0	0	48967	0	0	0	174881	6995	20986	20986	34976	27981	41972	0
taxon_180	283326119	74998090	16666242	41665606	241660513	341657967	33332485	608317843	141663059	699982176	108330575	16666242	66664969	241660513	16666242	208328028	66664969	41665606	0	158329302	116663696	16666242	99997454	133329938	0	141663059	258326755	0	241660513	158329302	66664969	358324209	66664969	0	191661786	16666242	0	16666242	8333121	166662423	283326119	716648418	358324209	33332485	241660513	33332485	141663059	24999363	66664969	91664333	216661150	74998090	191661786	49998727	24999363	349991088	283326119	299992361	16666242	108330575	16666242	33332485	66664969	24999363	99997454	308325482	49998727	24999363	8333121	116663696	458321663	49998727	149996181	74998090	58331848	374990451	299992361	49998727	24999363	133329938	499987268	49998727	58331848	24999363	16666242	441655420	191661786	91664333	8333121	274992998	199994907	191661786	49998727	216661150	108330575	33332485	8333121	74998090	733314660	33332485	416656057	16666242	49998727	24999363	224994271	0	283326119	416656057	16666242	16666242	16666242	358324209	74998090	549985995	58331848	224994271	291659240	266659876	274992998	66664969	49998727	24999363	8333121	8333121	674982812	366657330	116663696	58331848	16666242	324991724	174995544	49998727	124996817	141663059	333324846	99997454	333324846	133329938	233327392	33332485	24999363	266659876	141663059	8333121	799979629	199994907	16666242	133329938	66664969	74998090	491654147	208328028	316658603	158329302	366657330	116663696	133329938	166662423	8333121	49998727	124996817	674982812	16666242	241660513	16666242	33332485	66664969	191661786	8333121	216661150	66664969	266659876	266659876	158329302	83331211	83331211	66664969	116663696	16666242	108330575	216661150	74998090	49998727	158329302	91664333	541652874	199994907	24999363	441655420	8333121	8333121	74998090	283326119	58331848	66664969	58331848	66664969	716648418	191661786	266659876
taxon_153	1987367	0	1324911	1589893	1589893	1324911	397473	3444769	1192420	397473	264982	662456	927438	1457402	264982	2119858	397473	1192420	927438	132491	0	0	2384840	0	529964	1059929	132491	397473	1059929	264982	132491	794947	264982	397473	1854876	0	0	1059929	397473	1589893	3974734	2384840	3974734	132491	397473	132491	3312278	529964	3577260	0	1854876	3974734	132491	264982	0	6757047	3709751	10731781	132491	264982	132491	0	132491	1722385	2649822	0	132491	132491	132491	3444769	662456	397473	397473	662456	0	5962100	1059929	927438	794947	0	1059929	662456	132491	0	0	1059929	927438	5962100	132491	397473	662456	662456	794947	2649822	1059929	794947	1987367	794947	1192420	132491	0	132491	662456	0	12189183	662456	1059929	1192420	397473	0	0	5167154	529964	1589893	264982	3577260	264982	927438	4372207	132491	0	1324911	662456	1457402	3709751	1192420	529964	0	0	397473	529964	794947	2649822	2252349	3179787	1059929	1324911	1987367	1192420	794947	132491	529964	1722385	132491	794947	264982	132491	1324911	0	927438	5697118	2252349	0	3577260	794947	4504698	264982	3577260	264982	2252349	1854876	5697118	529964	1854876	0	0	264982	1987367	1854876	1589893	927438	2914805	3312278	264982	397473	132491	132491	397473	132491	1589893	2517331	927438	397473	5697118	1324911	7684485	264982	529964	0	927438	397473	0	264982	1324911	662456	132491	132491	3047296	794947	662456
taxon_7	140806413	32954692	11983524	43440276	38946455	19473227	19473227	46436157	14979406	52427920	13481465	5991762	2995881	25464990	11983524	5991762	127324948	8987643	5991762	10485584	74897028	4493822	19473227	0	1497941	5991762	14979406	8987643	118337304	64411444	5991762	53925860	5991762	4493822	74897028	13481465	7489703	23967049	4493822	13481465	58419682	88378493	128822888	4493822	38946455	4493822	49432038	2995881	5991762	4493822	7489703	22469108	92872315	11983524	2995881	29958811	86880552	19473227	1497941	8987643	1497941	13481465	0	4493822	59917622	19473227	17975287	1497941	16477346	23967049	16477346	0	5991762	4493822	11983524	34452633	13481465	2995881	100362017	10485584	5991762	2995881	5991762	8987643	1497941	11983524	67407325	41942336	11983524	49432038	124329066	32954692	11983524	23967049	53925860	7489703	1497941	26962930	43440276	5991762	130320829	2995881	13481465	4493822	4493822	11983524	31456752	89876434	23967049	25464990	0	17975287	0	40444395	5991762	43440276	47934098	22469108	23967049	2995881	2995881	4493822	5991762	22469108	16477346	106353780	14979406	1497941	1497941	67407325	47934098	5991762	58419682	71901147	146798175	67407325	43440276	34452633	17975287	4493822	2995881	49432038	13481465	2995881	95868196	64411444	14979406	10485584	1497941	7489703	20971168	2995881	16477346	16477346	19473227	58419682	43440276	109349661	10485584	2995881	74897028	5991762	19473227	22469108	5991762	13481465	8987643	25464990	19473227	25464990	2995881	61415563	29958811	19473227	7489703	5991762	79390850	92872315	0	127324948	5991762	22469108	5991762	163275521	92872315	43440276	41942336	11983524	133316710	2995881	17975287	5991762	53925860	10485584	28460871	11983524	22469108	56921741	37448514	73399087
taxon_121	3389424	546681	0	2186725	5576149	4154778	1093363	1640044	4482786	984026	218673	328009	328009	1530708	546681	1640044	984026	218673	328009	765354	984026	437345	546681	109336	546681	6888184	5357476	218673	4045441	3826769	0	3717433	218673	1640044	3608096	328009	218673	218673	437345	5466813	3061415	2405398	4920131	1421371	1202699	546681	328009	656018	5248140	2186725	2077389	1749380	1640044	218673	656018	218673	2077389	3498760	765354	1093363	765354	437345	656018	437345	9184245	2514734	109336	765354	109336	2842743	3717433	765354	546681	3498760	109336	1312035	1968053	437345	546681	437345	2077389	1640044	1312035	1421371	546681	874690	5138804	437345	2077389	2405398	874690	2624070	3826769	1421371	3826769	218673	109336	546681	874690	437345	5138804	874690	437345	437345	656018	546681	1749380	2077389	0	109336	218673	2077389	1421371	1640044	2296061	1968053	2186725	4482786	4810795	874690	437345	218673	218673	2186725	1202699	2514734	437345	218673	1093363	874690	2842743	328009	3826769	7434865	1858716	2186725	3061415	3389424	1421371	0	109336	984026	874690	328009	3717433	1968053	437345	5357476	874690	656018	1312035	4264114	984026	2952079	2296061	2296061	2077389	5466813	546681	1312035	5466813	1312035	546681	4920131	109336	328009	328009	1421371	874690	5029468	0	1312035	3061415	3498760	765354	109336	984026	2952079	1093363	1530708	2624070	328009	656018	1749380	656018	2952079	218673	1530708	984026	109336	765354	765354	1421371	546681	109336	765354	1202699	6013494	4592123	0
taxon_250	10064405	0	1118267	1118267	14537474	29074949	1677401	9505272	0	5032203	559134	1677401	0	6709604	559134	13978341	2236535	0	1118267	3913935	5032203	1677401	3913935	11182673	559134	2795668	8946138	1677401	1118267	4473069	0	17892276	559134	1118267	559134	0	2795668	559134	559134	3913935	0	16774009	5591336	559134	5032203	0	3913935	1118267	6150470	2236535	4473069	3354802	0	0	0	11741806	15096608	4473069	1677401	1677401	0	1677401	1118267	0	8946138	11741806	1677401	1677401	2795668	2236535	22924479	559134	1677401	1118267	1118267	7827871	11741806	559134	1677401	559134	8387004	1677401	1118267	559134	1118267	6709604	1118267	1677401	1118267	559134	10064405	6150470	12300940	15655742	6709604	0	3913935	559134	17892276	0	10623539	1118267	6150470	2795668	6150470	0	11741806	3913935	0	0	559134	6709604	0	10623539	1677401	559134	1118267	2236535	21247078	1118267	0	559134	559134	8387004	5032203	15096608	2236535	0	1677401	5591336	12300940	559134	1118267	8946138	7268737	6150470	5591336	1118267	3913935	1677401	559134	15096608	559134	0	2236535	3354802	2795668	4473069	1677401	0	1677401	9505272	559134	0	13419207	10623539	559134	0	1677401	3354802	5032203	8387004	2236535	10064405	1677401	0	559134	13978341	3913935	2795668	559134	2795668	0	1677401	559134	1118267	2795668	5032203	0	559134	7268737	0	2236535	7268737	3913935	7827871	2795668	0	7268737	2236535	0	4473069	34666285	2795668	559134	1118267	1118267	28515815	1677401	10064405
taxon_212	111763823	13970478	17463097	13970478	108271203	66359770	24448336	52389292	24448336	3492619	10477858	6985239	6985239	31433575	20955717	321320991	55881911	3492619	59374531	0	122241681	6985239	80330248	31433575	17463097	66359770	59374531	24448336	24448336	94300726	10477858	62867150	0	20955717	20955717	3492619	13970478	31433575	6985239	38418814	87315487	59374531	24448336	13970478	17463097	3492619	101285964	17463097	143197398	52389292	24448336	17463097	80330248	41911434	6985239	48896673	34926195	199079309	3492619	52389292	0	6985239	0	3492619	55881911	45404053	6985239	6985239	3492619	69852389	115256442	3492619	3492619	3492619	3492619	171138354	62867150	17463097	24448336	3492619	27940956	6985239	3492619	3492619	13970478	62867150	45404053	94300726	6985239	38418814	52389292	97793345	59374531	38418814	87315487	31433575	10477858	3492619	20955717	6985239	59374531	13970478	0	20955717	129226920	6985239	108271203	97793345	6985239	10477858	10477858	6985239	13970478	41911434	24448336	27940956	34926195	80330248	69852389	10477858	3492619	3492619	10477858	24448336	52389292	192094071	24448336	6985239	3492619	94300726	83822867	6985239	80330248	76837628	73345009	76837628	220035026	20955717	0	13970478	3492619	185108832	38418814	6985239	34926195	27940956	3492619	0	6985239	20955717	171138354	157167876	10477858	13970478	97793345	34926195	146690018	48896673	3492619	20955717	17463097	76837628	34926195	111763823	0	24448336	13970478	38418814	3492619	10477858	27940956	45404053	69852389	31433575	3492619	3492619	10477858	90808106	17463097	31433575	139704779	10477858	48896673	66359770	132719540	101285964	10477858	24448336	31433575	17463097	3492619	0	213049787	10477858	0	3492619	10477858	122241681	48896673	17463097
taxon_173	6085710	811428	0	405714	2434284	3448569	1014285	1217142	5477139	3245712	811428	405714	0	4868568	202857	1419999	1217142	405714	202857	0	1217142	202857	1217142	811428	405714	1419999	811428	202857	5274282	608571	405714	6694281	0	202857	202857	0	202857	405714	0	1217142	1217142	10548565	4462854	0	1825713	0	3651426	0	5274282	0	1014285	608571	202857	1217142	1217142	3651426	1014285	1419999	405714	405714	0	0	0	202857	1419999	2231427	0	1014285	0	1825713	4259997	1014285	608571	202857	1014285	6491424	2028570	202857	1014285	405714	5071425	0	1622856	405714	0	8519994	6288567	202857	811428	3042855	1014285	811428	811428	608571	405714	405714	0	2231427	1825713	1014285	1419999	0	608571	405714	2637141	0	2028570	3042855	405714	0	0	1217142	0	811428	1217142	5477139	2434284	2839998	2637141	3042855	0	0	0	1622856	2434284	4868568	202857	202857	0	3854283	3854283	202857	6288567	202857	1622856	608571	16431418	1217142	2028570	0	202857	4462854	1419999	0	5882853	608571	202857	1825713	405714	1622856	10142851	2839998	3042855	1419999	1825713	202857	2434284	2839998	405714	405714	1622856	8722851	1217142	2637141	405714	0	202857	1014285	608571	608571	202857	811428	1825713	3042855	202857	1217142	0	1217142	0	202857	2231427	1622856	1419999	4259997	2028570	1217142	0	405714	1419999	608571	608571	608571	3651426	202857	202857	0	405714	7302852	0	202857
taxon_111	186114	30455	3384	0	37223	10152	67678	94749	33839	67678	40607	6768	0	30455	0	33839	67678	10152	13536	13536	74446	10152	10152	13536	0	0	0	10152	101517	67678	3384	60910	0	3384	33839	6768	0	16919	0	23687	43991	263944	267327	6768	10152	0	87981	13536	20303	0	0	30455	91365	40607	6768	20303	87981	74446	0	0	0	3384	0	13536	40607	3384	0	3384	33839	13536	37223	3384	13536	0	13536	40607	50758	10152	121820	10152	23687	0	0	10152	0	64294	186114	20303	3384	74446	206417	40607	23687	47374	27071	0	10152	37223	40607	3384	118436	0	30455	0	0	3384	84597	196266	6768	10152	0	6768	0	57526	20303	84597	20303	27071	16919	10152	10152	3384	0	3384	77829	125204	33839	3384	3384	253792	111668	0	20303	20303	84597	64294	216569	27071	57526	0	3384	111668	20303	0	192882	30455	33839	47374	0	13536	84597	10152	23687	6768	23687	91365	47374	81213	13536	6768	64294	67678	20303	10152	0	6768	27071	30455	30455	23687	6768	50758	91365	74446	13536	6768	40607	162427	0	169195	27071	43991	10152	216569	131972	67678	10152	6768	94749	6768	3384	3384	98133	16919	16919	0	57526	159043	37223	128588
taxon_110	13579349	3542439	590406	7675284	12398536	25977885	5313658	45461299	23616259	28929917	0	1180813	5313658	5904065	2361626	11217723	4723252	3542439	1771219	4132845	17121788	2952032	23025853	9446504	4723252	10627317	7084878	1180813	7084878	8265691	2361626	33062763	3542439	2952032	8265691	0	2952032	2361626	0	17712194	2952032	16531381	8856097	1180813	5313658	1771219	10627317	3542439	4132845	2952032	4723252	8265691	6494471	2952032	1771219	17712194	14169755	28339511	1180813	1180813	590406	0	3542439	10036910	15940975	15350568	590406	1771219	590406	12398536	33062763	590406	4132845	16531381	4723252	14169755	17712194	0	12398536	5904065	44280486	4132845	2952032	2952032	2361626	11217723	5904065	7084878	6494471	30701137	9446504	21254633	14169755	12398536	14760162	1771219	0	0	18302601	1771219	12988943	2952032	3542439	5904065	13579349	2361626	28929917	47232518	2361626	1180813	590406	15940975	2361626	22435446	3542439	20664227	14169755	18893007	4132845	4723252	7084878	1771219	5313658	3542439	28929917	20664227	3542439	1180813	1180813	20664227	25387479	1771219	2361626	18893007	9446504	8265691	28929917	5313658	21845040	1771219	4132845	18302601	6494471	0	15940975	15940975	2952032	16531381	1771219	1771219	21845040	19483414	40147641	590406	28339511	12398536	14169755	30110730	5313658	7084878	38376421	44870892	5313658	41328453	590406	1180813	4723252	7675284	2361626	29520324	4723252	7084878	7675284	11217723	1180813	1771219	8265691	15350568	0	31291543	24797072	4132845	2361626	22435446	9446504	14760162	9446504	2361626	7084878	1180813	2361626	0	28339511	2952032	590406	2361626	1180813	36014795	14169755	25387479
taxon_257	100599467	27436218	6859055	9145406	100599467	22863515	9145406	57158788	107458522	240066911	13718109	0	25149867	20577164	13718109	84595007	41154328	4572703	22863515	4572703	70876898	6859055	6859055	13718109	16004461	80022304	48013382	11431758	98313116	68590546	11431758	50299734	9145406	4572703	98313116	0	6859055	18290812	2286352	41154328	132608389	150899201	157758256	2286352	6859055	18290812	116603928	18290812	36581625	9145406	38867976	25149867	25149867	4572703	6859055	66304194	54872437	82308655	0	11431758	6859055	2286352	13718109	20577164	45727031	2286352	13718109	18290812	9145406	210344341	16004461	11431758	16004461	11431758	13718109	18290812	59445140	2286352	22863515	20577164	93740413	11431758	20577164	11431758	6859055	93740413	123462983	82308655	18290812	105172171	82308655	61731491	86881358	16004461	38867976	4572703	0	9145406	107458522	2286352	86881358	6859055	9145406	2286352	54872437	22863515	34295273	112031225	2286352	6859055	4572703	73163249	6859055	116603928	13718109	137181092	2286352	22863515	107458522	41154328	2286352	4572703	4572703	18290812	139467443	27436218	22863515	4572703	6859055	20577164	18290812	6859055	178335420	41154328	6859055	4572703	100599467	48013382	6859055	18290812	0	68590546	29722570	2286352	66304194	61731491	20577164	84595007	9145406	18290812	187480826	128035686	38867976	18290812	134894740	109744874	20577164	48013382	2286352	22863515	93740413	77735952	32008921	153185553	9145406	6859055	6859055	41154328	9145406	68590546	16004461	93740413	18290812	32008921	2286352	13718109	20577164	34295273	4572703	96026764	22863515	9145406	13718109	16004461	86881358	2286352	68590546	9145406	153185553	6859055	4572703	4572703	153185553	4572703	16004461	6859055	18290812	137181092	114317577	32008921
taxon_300	1664180	323591	138682	250948	1472668	752844	224532	1631161	2767030	3559497	257552	184909	52831	389630	79247	2582121	310383	244344	184909	85851	640577	72643	878317	1102850	59435	1961355	812279	132078	1459460	468876	633973	1281155	343402	316987	501896	198117	224532	290571	138682	700012	1882109	4147243	950960	191513	515103	343402	2813257	165097	1333986	422649	151889	752844	462272	587746	488688	2456647	468876	1294363	151889	884921	39623	151889	224532	138682	3163264	396233	118870	402837	204721	264156	1063226	171701	528311	534915	191513	1855693	1802862	178305	303779	343402	3070809	389630	171701	290571	72643	2522686	3216095	350006	350006	1598142	1426440	1043415	158493	1987771	713220	211324	92454	198117	964168	92454	3189679	145286	356610	178305	686805	211324	1089642	2133057	112266	33019	178305	950960	184909	911337	250948	244344	422649	739636	799071	316987	204721	343402	85851	548123	2093433	1096246	482084	369818	184909	1730219	1367005	237740	1736823	171701	389630	607558	2833069	647181	1882109	250948	231136	1413233	316987	19812	1386817	884921	145286	700012	574538	482084	1400025	383026	1367005	633973	1921732	1056622	515103	2483063	112266	369818	924545	2502875	26416	1023603	39623	105662	250948	818882	184909	1591538	257552	515103	957564	1710408	350006	700012	336798	3559497	39623	1083038	891525	198117	416045	1340590	1248135	799071	567935	92454	1485875	165097	92454	165097	1882109	138682	383026	52831	277363	2872692	1492479	739636
taxon_273	803085	169071	42268	464944	1775241	1098959	422676	211338	1479367	2071114	211338	0	295873	887620	211338	1352564	507212	84535	253606	211338	929888	0	676282	169071	1056691	42268	845353	211338	1268029	464944	84535	464944	84535	42268	1014423	84535	169071	84535	0	887620	2874200	1056691	169071	169071	422676	42268	1563903	42268	84535	380409	591747	126803	1098959	42268	211338	0	1394832	845353	84535	211338	42268	169071	169071	253606	549479	1310297	169071	0	84535	464944	1732973	295873	42268	1521635	126803	1014423	2493791	42268	464944	507212	380409	211338	253606	0	0	803085	338141	0	211338	295873	422676	1014423	253606	338141	295873	0	0	211338	549479	84535	295873	42268	84535	169071	1817509	84535	380409	295873	169071	211338	0	380409	84535	718550	0	253606	591747	295873	1394832	126803	126803	42268	84535	253606	84535	1014423	422676	169071	42268	634015	464944	295873	676282	295873	84535	295873	591747	422676	972156	0	126803	718550	42268	0	803085	295873	0	634015	211338	464944	803085	549479	1310297	1056691	929888	718550	422676	1014423	169071	169071	972156	760818	0	718550	42268	380409	42268	972156	126803	1141226	84535	845353	1014423	422676	0	84535	591747	211338	42268	2028847	380409	0	760818	1986579	760818	84535	1479367	84535	422676	126803	549479	169071	634015	338141	42268	295873	380409	803085	84535	211338
taxon_149	31727952	2884359	0	2884359	0	5768718	11537437	38938850	11537437	27401413	0	0	0	0	0	20190515	5768718	0	7210898	4326539	33170131	0	1442180	30285772	0	10095257	18748335	0	27401413	2884359	4326539	59129364	0	5768718	5768718	5768718	0	2884359	0	7210898	24517054	70666801	15863976	8653078	0	0	15863976	1442180	4326539	1442180	1442180	10095257	0	8653078	4326539	17306155	5768718	12979617	0	12979617	1442180	0	10095257	1442180	20190515	15863976	0	8653078	1442180	10095257	10095257	5768718	4326539	0	4326539	23074874	17306155	0	1442180	1442180	7210898	5768718	1442180	0	0	36054490	23074874	5768718	0	31727952	10095257	14421796	14421796	4326539	1442180	0	0	5768718	4326539	0	2884359	1442180	7210898	2884359	14421796	2884359	20190515	12979617	0	0	0	11537437	8653078	59129364	7210898	5768718	5768718	33170131	18748335	2884359	2884359	0	0	2884359	25959233	24517054	11537437	1442180	1442180	25959233	10095257	1442180	21632694	2884359	27401413	2884359	28843592	0	12979617	0	2884359	49034107	4326539	0	23074874	14421796	2884359	56245005	2884359	12979617	24517054	20190515	1442180	1442180	25959233	4326539	11537437	7210898	7210898	0	2884359	40381029	0	7210898	1442180	5768718	5768718	2884359	0	17306155	1442180	7210898	30285772	21632694	1442180	5768718	0	21632694	1442180	21632694	12979617	11537437	14421796	24517054	2884359	7210898	2884359	1442180	17306155	5768718	0	12979617	30285772	0	4326539	0	1442180	57687185	4326539	0
